annual_review_year	match_text
1973	Commission on the " Re. 24,800.00 Status of Women, New York. 14 January to 1 February 1974. 158 UN Symposium on Population and Human " Rs. 20,800.00 Rights, Amsterdam. 21 to 29 January 1974. 159 30th Session of the Commission on " Rs, 37,000.00 Human Rights, Now York. 4 February to 8 March 1974. 160 International Forum on the Role of " Women in Population and Development, New York. 25 February to 1 March, 1974. 161 International Conference on Launch " US $ 559.92 bases, Korou (French Guyana). 162 International] Ball Bearing Symposium, " US $ 620.00 MIT Cambridge (USA). 163 7th Space Simulation Conference, Los " US $ 520-00 Angeles. 164 International Conference on Structural. " $ 100.00 Mechanics in Reactor Technology, Berlin. 165 XV Plenery Meeting of COSPAR inclu- " (pound) 278.00 ding specialised Symposia, West Germany. 166 First Meeting of the Board of Governors of " Rs. 3126.84 INTELSAT, Washington. 167 World Administrative Telegraph and " Rs. 4525.23 Telephone Conference, Berne. 168 Meeting of the Standing Committee of the " Rs. 834.73 C.T.C., Singapore. 169 Meeting of the Working Party and Group " Rs. 3255.00 of Deputies (Long Term Planning), Montreal. 170 Meeting of Inter Sputnik Council, Moscow. " Rs. 1586.00 171 3rd Meeting of the Board of Governors of " Rs. 3912.00 INTELSAT, Washington. 172 4th Meeting of the Board of Governors of " Rs. 3400.00 INTELSAT, Washington. 173 5th Meeting of the Board of Governors of " Rs. 1076.10 INTELSAT, Canary Island. 174 6th Meeting of the Board of Governors of " Rs. 4100.00 INTELSAT, Washington, and the First Meeting of the National Co-ordinators of Asian Telecommunications Network, Tehran. APPENDIX I-contd. 1 2 3 4 175 Consultation of
1973	tance towards Local settlement. BANGLADESH 25 Credit Agreement between the 29-1-73 29-1-73 Government of India and the Government of the People's Republic of Bangladesh for Rupees twelve million three hundred and ten thousand. 26 Agreement between the Govern- 7-4-73 ment of India and the Govern- ment of the People's Republic of Bangladesh regarding the supply of telecommunication equipment.
1973	Project, Stage 1. 33 Exchange of Letters between the 2-2-73 Government of India and the Government of Canada for pro- viding a further loan of C$3.0 Million (II Tranche) for ONGC/ Oil India Ltd. 34 Agreement between the Govern- 28-2-73 moat of India and the Govern- ment of Canada regarding Re- scheduling
1973	Locos. 35 Exchange of Letters regarding 28-2-73 amendment of the agreement signed on 21st February 1967, concerning a development loan in the amount of eleven, million eight hundred and fifty thousand Canadian dollars. 36 Loan Agreement between the 16-3-73 Government of India and the Government of Canada for C$ 7.5 Million for Polybutadience Synthetic Rubber Project of Indian Petrochemicals Corpora- tion Limited (I.P.C.L.). 37 Exchange of Letters between the 31-3-73 Government of India and the Government
1973	and the Government of Canada for extending the terminal drawal date from 31st March 1973, to 31st December 1973, for Canadian Development Loan of C $ 6 Million for purchase of Loco Components. APPENDIX III-contd. 1 2 3 4 5 6 39 Exchange of Letters between the 21-5-73 Government of India and the
1973	equip- ment by P&T Board (Under the Agreement dated 30th Septem- ber 1969, between India and Canada for development loan in the amount of C $ 40 Million 40 Exchange of Letters between the 25-5-73 Government of India and the Government of Canada regard- ing amendment to the agree- ment signed on 16th July 1971. 41 Canadian Development Loan 18-7-73 Agreement for C $ 50. 0 Million for Industrial Commodities and Fertilizers. 42 Exchange of Letters for grant 6-8-73 6-8-73 assistance of C $ 15 Million for import of rapeseed. or rapeseed products front Canada. 43 Canadian Development Loan 9-8-73 Agreement for three million nine hundred and seventy two thou- sand Canadian dollars for the procurement of turbine genera- tor equipment required for augmentation Of Power Houses Number 3 and Number 4 of the KUNDAH Hydel Project in
1973	APPENDIX III-contd. 1 2 3 4 5 6 45 Exchange, of Letters between the 4-10-73 Government of India and the Government of Canada for C $ 6 Million to finance the purchase of equipment etc., from Canada for Oil and Gas exploration by the ONGC/Oil India Ltd. 46 Exchange of Letters between the 30-10-73 Government of India and the Government of Canada for pro- viding freight financing for 'Potash' against Canadian Com- modities/Fertilizers Loan Agree- merit for C $ 50 Million of 18th July 1,973. 47 Agreement between the Govern- 27-11-73 ment of India and the Govern- ment of Canada for develop- ment Loan of C $ 10 Million for import of Potash from Canada. DENMARK 48 Agreement between the Govern- 28-6-73 28-6-73 meat of Denmark and the Government of India for the setting
1973	Dis- tricts of Himachal Pradesh. 54 Additional Agreement between 28-3-73 the Government of India and the KREDITANSTALT FUR WIEDER-AUFBAU for a Credit of DU 98 Million for Debt Relief Prolongation-1972-73. 55 Exchange of Letters between the 3-5-73 3-5-73 Government of India and the Government of the Federal Republic of Germany for
1973	cerning Indo-German Agricul- tural Development Project, Nilgiris (Tamil Nadu). 69 Loan Agreement between the 21-12-73 Government of India and KREDITANSTALT FUR WIEDER-AUFBAU for DM one hundred million (Commodi- ties XV). 70 Arbitration Agreement with re- 21-12-73 ference to the provision of Article X, paragraph (6) of the above noted Loan Agreement. GREECE
1973	Salt to Nepal. 80 Agreement between the Govern- 23-2-73 ment of India and His Majesty's Government of Nepal for a tem- porary stand-by Credit of Rs. 10 crores. 81 Agreement between the Govern- 5-3-73 5-3-73 ment of India and His Majesty's Government of Nepal regarding the Projects taken up under the Additional Assistance
1973	Agree- 22-8-73 ment between the President of India and De Nederlandse Investerings Bank Voor Ont- wikkelingslanden dated 22nd Augusts 1973, for a maximum amount forty-five million Netherlands guilders as project Loan in addition to the eighteenth Loan for 68,000,000 Nether- lands guilders. 85 Exchange of Letters between the 3-10-73 3-10-73 Government
1973	of India and the Government of the United Kingdom of Great Britain and Northern Ireland regarding United Kingdom/India Capital Investment Loan, 1973 for four- teen million pounds sterling 95 Exchange of Letters between the 24-5-73 Government of India and the Government of United Kingdom of Great Britain and Northern Ireland regarding United Kingdom/India Capital Invest- ment Loan, 1973 for fourteen million pounds sterling. UNITED STATES OF AMERICA (U.S.A.) 96 Agreement between the Govern- 30-1-73 ment of India and the Govern- ment of USA regarding Amend- ment
1973	ITEC Programme 1. Afghanistan Technical literature on irrigation, agricul- ture, electric generation, etc. costing Re. 26,000 has been made. 2. Burma Chemicals and books costing Rs. 50,000 have been gifted. 3. Cambodia An additional grant of Rs.5,86,000 has been made to the multi-national Prek Thnot irrigation project. pg160> APPENDIX IV-contd. 4. Fiji A gift of scientific and laboratory equipment worth Rs. 50,000 has been made to the South Pacific University. A gift of grass carp fish for breeding purposes is to be made shortly. 5. Guinea Hospital equipment costing Rs. 1 lakh has been made. 6. Iraq 100 Kgs. of oil seeds have been donated by the Punjab Agricultural University. An- other gift of agricultural implements cost- ing Rs. 25,000 has been made during the year. 7. Laos Donation of vegetable seeds worth Rs. 16,500 has been made. 8. Malaysia Equipment costing Rs. 3.25 lakhs for the proposed Technical Training Centre in the State of Negri Sembilan is being gifted. 9. Mauritius A consignment of 25,000 fish fry costing Rs. 2600 was presented for experimental purposes. A grant of Rs. 44 lakhs has already been agreed to be made towards our contribution to the Mahatma Gandhi Institute which covers deputation of experts and cost of equipment and mater- ial. Another gift of 100 goats costing Rs. 1 lakh has been made. 10. Oman Laboratory equipment and chemicals cost- ing Rs. 1 lakh has been made for use in their Agricultural Research Institute. 11. Peru Electrical equipment costing Rs. 3.73 lakhs is being gifted for a transmission network. 12. Somalia 62 sewing machines and 50 knitting machi- nes costing about Its. 85,000 are being gifted. 13. Sudan It is proposed to donate books/publication on Indian Law and a provision of Rs. 10,000 has been made. 14. Tanzania A common facility centre as part of the In - dustrial Estate is proposed to be donated at a cost of Rs. 10.5 lakhs. 15. Y.A.R. A gift of 100 irrigation pump sets costing Rs. 8 lakhs is contemplated during the current year. 16. Zambia A donation of drugs and pharmaceuticals costing Rs. 3.64 lakhs has been made. pg161> APPENDIX IV-concld. (D) Deputation of Indian Experts under ITEC Programme Name of the country During 1973-74 (Up to Oct. 1973) AFGHANISTAN
1967	talks. the existing trade agreement between India and Afghanistan was extended for another year while the ceiling for the barter of goods was raised to Rs. 7.5 crores. The RAG appreciated India's determination to pursue the project for a Children's Hospital in Kabul despite the difficulties posed by the closure of the overland
1967	in New Delhi in December. To help the victims of floods in Ceylon, the Government of India made a gift of sarongs and sarees worth Rs. 10,000 to the Government of Ceylon. NEPAL Our relations with Nepal continued to be friendly and cordial during the period under review. His Majesty the
1967	domestic telephone exchange at Birganj in Nepal. Under this Agreement, overhead tele-communication alignments would be constructed between Kathmandu and Raxaul at an estimated cost of Rs. 94.5 lakhs. India would also provide facilities, at additional cost, for the training of Nepalese personnel in the tele-communication field. India has offered to assist Nepal in
1967	January, 1968. The Government of India have agreed to underwrite Bhutan's Second Five Year Plan (April, 1966 to March, 1971) up to a ceiling of Rs. 20 crores. An Indian Parliamentary delegation under the leadership of Shri K. Hanumanthaiya, M.P., Chairman of the Administrative Reforms Commission, visited Bhutan from 19 to 26 October,
1967	offered to the Malaysian Government. In addition, a large number of Malaysian students are already studying in India. The Malaysian Government made a contribution of $ (M) 30,000 for relief in Bihar. SINGAPORE The then Foreign Minister, Shri M. C. Chagla, visited Singapore in May 1967 and had discussions with the
1967	more useful role in the future when active hostilities cease. INDONESIA The improved relations between India and Indonesia were further consolidated during the year. The Rs. 10 crore credit offered by India to Indonesia has been almost entirely utilised. At the joint invitation of the Chairman of the Rajya Sabha and the Speaker
1967	of new loans and credits to India. An agreement was signed in Tokyo in September, 1967, under which Japan will give India a credit of $45 million, her seventh in the series. The rate of interest for this credit was reduced from 5-7 per cent to 5-5 per cent and the repayment period was extended from 15 to 18 years. An amount of 2.2 million tons of fertilisers was purchased under the sixth Yen Credit. The Third Consultative Meeting between high officials of the Indian Ministry of External Affairs and
1967	related fields. A six-member Goodwill Mission visited India between 23 and 27 August and discussed matters of commercial and economic interest. In view of the $ 11 million rolling stock deal recently concluded with the Republic of Korea, the visit of Shri Parameshwaran, Secretary, Railway Board, to that country was of special significance.
